,path,x,y,w,h
0,HAM10000_images_part_1/ISIC_0026784.jpg,159,142,274,217
1,HAM10000_images_part_1/ISIC_0028971.jpg,172,91,256,254
2,HAM10000_images_part_1/ISIC_0026948.jpg,51,149,361,287
3,HAM10000_images_part_1/ISIC_0026790.jpg,72,-20,401,405
4,HAM10000_images_part_1/ISIC_0028965.jpg,242,399,103,101
5,HAM10000_images_part_1/ISIC_0025299.jpg,250,217,249,187
6,HAM10000_images_part_1/ISIC_0024839.jpg,145,69,332,292
7,HAM10000_images_part_1/ISIC_0024811.jpg,94,53,457,329
8,HAM10000_images_part_1/ISIC_0026960.jpg,50,69,428,402
9,HAM10000_images_part_1/ISIC_0028795.jpg,-31,241,192,169
10,HAM10000_images_part_1/ISIC_0026974.jpg,118,66,420,352
11,HAM10000_images_part_1/ISIC_0028781.jpg,-50,231,573,269
12,HAM10000_images_part_1/ISIC_0028959.jpg,131,188,519,312
13,HAM10000_images_part_1/ISIC_0024805.jpg,234,83,277,320
14,HAM10000_images_part_1/ISIC_0025528.jpg,440,-49,158,143
15,HAM10000_images_part_1/ISIC_0024636.jpg,-50,-50,353,550
16,HAM10000_images_part_1/ISIC_0026021.jpg,227,72,297,387
17,HAM10000_images_part_1/ISIC_0026747.jpg,138,100,355,304
18,HAM10000_images_part_1/ISIC_0027459.jpg,133,-36,340,520
19,HAM10000_images_part_1/ISIC_0026753.jpg,187,156,267,190
20,HAM10000_images_part_1/ISIC_0028018.jpg,28,-11,560,500
21,HAM10000_images_part_1/ISIC_0026035.jpg,84,-42,362,498
22,HAM10000_images_part_1/ISIC_0024622.jpg,140,42,334,335
23,HAM10000_images_part_1/ISIC_0028030.jpg,213,122,265,266
24,HAM10000_images_part_1/ISIC_0027303.jpg,67,10,464,434
25,HAM10000_images_part_1/ISIC_0025514.jpg,186,115,273,260
26,HAM10000_images_part_1/ISIC_0025272.jpg,125,52,377,327
27,HAM10000_images_part_1/ISIC_0028756.jpg,157,105,264,269
28,HAM10000_images_part_1/ISIC_0027465.jpg,162,24,218,233
29,HAM10000_images_part_1/ISIC_0028742.jpg,296,-20,325,390
30,HAM10000_images_part_1/ISIC_0027471.jpg,219,160,219,156
31,HAM10000_images_part_1/ISIC_0025266.jpg,179,97,222,225
32,HAM10000_images_part_1/ISIC_0025500.jpg,242,139,295,284
33,HAM10000_images_part_1/ISIC_0028024.jpg,187,-5,319,473
34,HAM10000_images_part_1/ISIC_0027317.jpg,199,106,451,394
35,HAM10000_images_part_1/ISIC_0026009.jpg,191,56,295,319
36,HAM10000_images_part_1/ISIC_0027840.jpg,96,31,444,381
37,HAM10000_images_part_1/ISIC_0026586.jpg,111,49,379,347
38,HAM10000_images_part_1/ISIC_0027698.jpg,354,292,143,129
39,HAM10000_images_part_1/ISIC_0024391.jpg,108,186,219,227
40,HAM10000_images_part_1/ISIC_0025931.jpg,170,48,304,311
41,HAM10000_images_part_1/ISIC_0025925.jpg,41,48,476,402
42,HAM10000_images_part_1/ISIC_0024385.jpg,134,259,177,196
43,HAM10000_images_part_1/ISIC_0027854.jpg,93,66,276,314
44,HAM10000_images_part_1/ISIC_0026592.jpg,70,134,424,230
45,HAM10000_images_part_1/ISIC_0028597.jpg,124,71,274,244
46,HAM10000_images_part_1/ISIC_0025919.jpg,138,-50,196,195
47,HAM10000_images_part_1/ISIC_0027868.jpg,29,223,362,277
48,HAM10000_images_part_1/ISIC_0028583.jpg,98,150,270,240
49,HAM10000_images_part_1/ISIC_0024352.jpg,155,103,266,292
50,HAM10000_images_part_1/ISIC_0028568.jpg,127,221,111,110
51,HAM10000_images_part_1/ISIC_0027883.jpg,127,60,345,369
52,HAM10000_images_part_1/ISIC_0026545.jpg,91,21,447,408
53,HAM10000_images_part_1/ISIC_0029110.jpg,254,7,218,236
54,HAM10000_images_part_1/ISIC_0026223.jpg,217,135,159,172
55,HAM10000_images_part_1/ISIC_0024434.jpg,177,167,217,183
56,HAM10000_images_part_1/ISIC_0024420.jpg,253,79,274,300
57,HAM10000_images_part_1/ISIC_0029104.jpg,228,151,147,147
58,HAM10000_images_part_1/ISIC_0026237.jpg,267,170,116,114
59,HAM10000_images_part_1/ISIC_0027129.jpg,166,144,260,203
60,HAM10000_images_part_1/ISIC_0027897.jpg,70,68,347,323
61,HAM10000_images_part_1/ISIC_0026551.jpg,117,79,372,313
62,HAM10000_images_part_1/ISIC_0025058.jpg,124,122,376,288
63,HAM10000_images_part_1/ISIC_0024346.jpg,96,-27,241,250
64,HAM10000_images_part_1/ISIC_0027667.jpg,123,-8,365,503
65,HAM10000_images_part_1/ISIC_0028554.jpg,26,38,513,395
66,HAM10000_images_part_1/ISIC_0026579.jpg,154,27,324,393
67,HAM10000_images_part_1/ISIC_0025070.jpg,82,-1,138,126
68,HAM10000_images_part_1/ISIC_0024408.jpg,224,145,148,147
69,HAM10000_images_part_1/ISIC_0025716.jpg,-7,-40,519,475
70,HAM10000_images_part_1/ISIC_0027101.jpg,131,-12,383,445
71,HAM10000_images_part_1/ISIC_0028232.jpg,316,205,186,174
72,HAM10000_images_part_1/ISIC_0029138.jpg,158,110,302,243
73,HAM10000_images_part_1/ISIC_0027115.jpg,-23,52,641,350
74,HAM10000_images_part_1/ISIC_0028226.jpg,177,117,247,218
75,HAM10000_images_part_1/ISIC_0025702.jpg,231,156,148,155
76,HAM10000_images_part_1/ISIC_0025064.jpg,192,136,197,178
77,HAM10000_images_part_1/ISIC_0027673.jpg,44,23,518,453
78,HAM10000_images_part_1/ISIC_0028540.jpg,96,64,477,286
79,HAM10000_images_part_1/ISIC_0027934.jpg,60,178,432,246
80,HAM10000_images_part_1/ISIC_0025845.jpg,151,45,389,357
81,HAM10000_images_part_1/ISIC_0024583.jpg,36,-10,609,402
82,HAM10000_images_part_1/ISIC_0026394.jpg,188,77,249,228
83,HAM10000_images_part_1/ISIC_0026380.jpg,93,-3,373,306
84,HAM10000_images_part_1/ISIC_0025851.jpg,90,2,461,471
85,HAM10000_images_part_1/ISIC_0024597.jpg,157,185,268,198
86,HAM10000_images_part_1/ISIC_0025689.jpg,155,84,275,266
87,HAM10000_images_part_1/ISIC_0027920.jpg,161,84,271,245
88,HAM10000_images_part_1/ISIC_0027908.jpg,214,93,230,225
89,HAM10000_images_part_1/ISIC_0028385.jpg,195,145,204,186
90,HAM10000_images_part_1/ISIC_0025879.jpg,62,39,481,340
91,HAM10000_images_part_1/ISIC_0028391.jpg,210,-46,213,214
92,HAM10000_images_part_1/ISIC_0025138.jpg,143,29,241,290
93,HAM10000_images_part_1/ISIC_0026431.jpg,441,-50,209,232
94,HAM10000_images_part_1/ISIC_0027049.jpg,195,101,232,232
95,HAM10000_images_part_1/ISIC_0029064.jpg,97,34,282,330
96,HAM10000_images_part_1/ISIC_0026357.jpg,175,7,360,425
97,HAM10000_images_part_1/ISIC_0025886.jpg,4,223,454,277
98,HAM10000_images_part_1/ISIC_0024540.jpg,126,89,342,255
99,HAM10000_images_part_1/ISIC_0025892.jpg,165,107,270,240
100,HAM10000_images_part_1/ISIC_0024554.jpg,410,196,141,134
101,HAM10000_images_part_1/ISIC_0029070.jpg,377,1,153,176
102,HAM10000_images_part_1/ISIC_0026343.jpg,229,120,160,170
103,HAM10000_images_part_1/ISIC_0026425.jpg,73,131,519,303
104,HAM10000_images_part_1/ISIC_0028408.jpg,150,94,275,250
105,HAM10000_images_part_1/ISIC_0027713.jpg,89,2,302,311
106,HAM10000_images_part_1/ISIC_0028420.jpg,50,42,424,362
107,HAM10000_images_part_1/ISIC_0025104.jpg,142,9,328,308
108,HAM10000_images_part_1/ISIC_0025662.jpg,161,61,268,320
109,HAM10000_images_part_1/ISIC_0027075.jpg,124,25,345,386
110,HAM10000_images_part_1/ISIC_0028346.jpg,999949,999949,100,100
111,HAM10000_images_part_1/ISIC_0029058.jpg,-19,22,374,346
112,HAM10000_images_part_1/ISIC_0027061.jpg,48,157,304,274
113,HAM10000_images_part_1/ISIC_0028352.jpg,92,105,253,229
114,HAM10000_images_part_1/ISIC_0025676.jpg,-50,-50,303,550
115,HAM10000_images_part_1/ISIC_0024568.jpg,181,58,278,308
116,HAM10000_images_part_1/ISIC_0025110.jpg,-8,62,516,391
117,HAM10000_images_part_1/ISIC_0026419.jpg,99,288,128,142
118,HAM10000_images_part_1/ISIC_0027707.jpg,112,83,373,399
119,HAM10000_images_part_1/ISIC_0028434.jpg,357,-50,293,323
120,HAM10000_images_part_1/ISIC_0027288.jpg,115,124,276,281
121,HAM10000_images_part_1/ISIC_0026196.jpg,104,-10,433,381
122,HAM10000_images_part_1/ISIC_0024959.jpg,178,105,278,275
123,HAM10000_images_part_1/ISIC_0024781.jpg,186,114,193,202
124,HAM10000_images_part_1/ISIC_0028805.jpg,216,51,231,196
125,HAM10000_images_part_1/ISIC_0026828.jpg,194,81,281,226
126,HAM10000_images_part_1/ISIC_0028811.jpg,999949,999949,100,100
127,HAM10000_images_part_1/ISIC_0024795.jpg,134,-50,516,550
128,HAM10000_images_part_1/ISIC_0026182.jpg,229,161,136,129
129,HAM10000_images_part_1/ISIC_0024965.jpg,21,257,629,243
130,HAM10000_images_part_1/ISIC_0028187.jpg,-3,36,433,302
131,HAM10000_images_part_1/ISIC_0029299.jpg,241,128,202,178
132,HAM10000_images_part_1/ISIC_0028839.jpg,190,64,304,324
133,HAM10000_images_part_1/ISIC_0026814.jpg,110,118,442,337
134,HAM10000_images_part_1/ISIC_0026800.jpg,114,104,383,248
135,HAM10000_images_part_1/ISIC_0028193.jpg,10,32,482,462
136,HAM10000_images_part_1/ISIC_0024971.jpg,129,124,293,250
137,HAM10000_images_part_1/ISIC_0024742.jpg,36,48,306,283
138,HAM10000_images_part_1/ISIC_0026155.jpg,139,190,285,215
139,HAM10000_images_part_1/ISIC_0029266.jpg,-4,8,296,413
140,HAM10000_images_part_1/ISIC_0028178.jpg,105,70,384,398
141,HAM10000_images_part_1/ISIC_0026633.jpg,220,140,147,180
142,HAM10000_images_part_1/ISIC_0027539.jpg,32,-18,502,463
143,HAM10000_images_part_1/ISIC_0026627.jpg,143,14,317,306
144,HAM10000_images_part_1/ISIC_0026141.jpg,219,5,345,351
145,HAM10000_images_part_1/ISIC_0029272.jpg,71,41,392,389
146,HAM10000_images_part_1/ISIC_0024756.jpg,90,120,268,293
147,HAM10000_images_part_1/ISIC_0025448.jpg,-29,64,392,245
148,HAM10000_images_part_1/ISIC_0026169.jpg,80,-12,458,471
149,HAM10000_images_part_1/ISIC_0028144.jpg,54,70,400,355
150,HAM10000_images_part_1/ISIC_0027277.jpg,107,8,401,434
151,HAM10000_images_part_1/ISIC_0025460.jpg,154,11,304,383
152,HAM10000_images_part_1/ISIC_0025306.jpg,47,58,432,290
153,HAM10000_images_part_1/ISIC_0028622.jpg,163,145,357,344
154,HAM10000_images_part_1/ISIC_0027511.jpg,89,14,422,446
155,HAM10000_images_part_1/ISIC_0028636.jpg,62,4,513,419
156,HAM10000_images_part_1/ISIC_0027505.jpg,114,133,517,309
157,HAM10000_images_part_1/ISIC_0025312.jpg,253,179,112,120
158,HAM10000_images_part_1/ISIC_0025474.jpg,65,7,467,435
159,HAM10000_images_part_1/ISIC_0028150.jpg,102,79,357,337
160,HAM10000_images_part_1/ISIC_0027263.jpg,146,139,271,318
161,HAM10000_images_part_1/ISIC_0025313.jpg,96,69,434,347
162,HAM10000_images_part_1/ISIC_0027504.jpg,208,53,306,259
163,HAM10000_images_part_1/ISIC_0028637.jpg,31,15,530,404
164,HAM10000_images_part_1/ISIC_0027262.jpg,170,98,295,293
165,HAM10000_images_part_1/ISIC_0028151.jpg,196,104,242,279
166,HAM10000_images_part_1/ISIC_0025475.jpg,169,51,324,233
167,HAM10000_images_part_1/ISIC_0025461.jpg,277,128,341,242
168,HAM10000_images_part_1/ISIC_0027276.jpg,137,62,280,238
169,HAM10000_images_part_1/ISIC_0028145.jpg,136,82,370,327
170,HAM10000_images_part_1/ISIC_0026168.jpg,-22,37,555,362
171,HAM10000_images_part_1/ISIC_0027510.jpg,169,60,264,318
172,HAM10000_images_part_1/ISIC_0028623.jpg,472,364,120,123
173,HAM10000_images_part_1/ISIC_0025307.jpg,96,-34,434,511
174,HAM10000_images_part_1/ISIC_0026626.jpg,328,176,271,317
175,HAM10000_images_part_1/ISIC_0027538.jpg,215,156,193,221
176,HAM10000_images_part_1/ISIC_0025449.jpg,137,160,245,227
177,HAM10000_images_part_1/ISIC_0024757.jpg,65,67,400,311
178,HAM10000_images_part_1/ISIC_0029273.jpg,158,55,331,351
179,HAM10000_images_part_1/ISIC_0026140.jpg,193,87,197,229
180,HAM10000_images_part_1/ISIC_0028179.jpg,79,30,250,352
181,HAM10000_images_part_1/ISIC_0029267.jpg,122,62,380,434
182,HAM10000_images_part_1/ISIC_0026154.jpg,156,88,200,233
183,HAM10000_images_part_1/ISIC_0024743.jpg,999949,999949,100,100
184,HAM10000_images_part_1/ISIC_0026632.jpg,10,-10,421,429
185,HAM10000_images_part_1/ISIC_0026801.jpg,41,91,395,314
186,HAM10000_images_part_1/ISIC_0024970.jpg,159,48,336,343
187,HAM10000_images_part_1/ISIC_0028192.jpg,155,84,231,194
188,HAM10000_images_part_1/ISIC_0029298.jpg,161,122,232,211
189,HAM10000_images_part_1/ISIC_0028186.jpg,224,2,291,253
190,HAM10000_images_part_1/ISIC_0024964.jpg,74,-1,414,417
191,HAM10000_images_part_1/ISIC_0026815.jpg,999949,999949,100,100
192,HAM10000_images_part_1/ISIC_0028838.jpg,154,-4,284,298
193,HAM10000_images_part_1/ISIC_0028810.jpg,147,121,269,215
194,HAM10000_images_part_1/ISIC_0026183.jpg,65,246,225,169
195,HAM10000_images_part_1/ISIC_0024794.jpg,81,273,161,192
196,HAM10000_images_part_1/ISIC_0024780.jpg,-50,-50,179,225
197,HAM10000_images_part_1/ISIC_0024958.jpg,102,56,269,297
198,HAM10000_images_part_1/ISIC_0026197.jpg,192,151,262,232
199,HAM10000_images_part_1/ISIC_0027289.jpg,14,95,256,211
200,HAM10000_images_part_1/ISIC_0026829.jpg,198,166,149,128
201,HAM10000_images_part_1/ISIC_0028804.jpg,227,26,175,160
202,HAM10000_images_part_1/ISIC_0024569.jpg,105,35,347,458
203,HAM10000_images_part_1/ISIC_0025677.jpg,50,224,233,253
204,HAM10000_images_part_1/ISIC_0028353.jpg,57,-21,426,448
205,HAM10000_images_part_1/ISIC_0027060.jpg,49,23,508,360
206,HAM10000_images_part_1/ISIC_0028435.jpg,115,11,405,469
207,HAM10000_images_part_1/ISIC_0027706.jpg,153,116,341,269
208,HAM10000_images_part_1/ISIC_0026418.jpg,52,27,523,414
209,HAM10000_images_part_1/ISIC_0025111.jpg,338,111,103,103
210,HAM10000_images_part_1/ISIC_0025105.jpg,164,25,447,455
211,HAM10000_images_part_1/ISIC_0028421.jpg,235,359,162,141
212,HAM10000_images_part_1/ISIC_0027712.jpg,135,100,342,336
213,HAM10000_images_part_1/ISIC_0029059.jpg,185,175,167,144
214,HAM10000_images_part_1/ISIC_0028347.jpg,197,135,202,178
215,HAM10000_images_part_1/ISIC_0027074.jpg,484,-50,166,245
216,HAM10000_images_part_1/ISIC_0025663.jpg,123,38,441,349
217,HAM10000_images_part_1/ISIC_0026342.jpg,4,8,562,366
218,HAM10000_images_part_1/ISIC_0029071.jpg,108,28,265,393
219,HAM10000_images_part_1/ISIC_0024555.jpg,114,176,162,182
220,HAM10000_images_part_1/ISIC_0025893.jpg,452,316,133,127
221,HAM10000_images_part_1/ISIC_0028409.jpg,113,136,233,231
222,HAM10000_images_part_1/ISIC_0026424.jpg,134,130,310,282
223,HAM10000_images_part_1/ISIC_0026430.jpg,234,-50,341,264
224,HAM10000_images_part_1/ISIC_0025139.jpg,129,-24,352,440
225,HAM10000_images_part_1/ISIC_0024541.jpg,179,124,268,247
226,HAM10000_images_part_1/ISIC_0025887.jpg,27,7,529,488
227,HAM10000_images_part_1/ISIC_0026356.jpg,88,64,247,273
228,HAM10000_images_part_1/ISIC_0029065.jpg,86,33,326,355
229,HAM10000_images_part_1/ISIC_0027048.jpg,244,131,253,270
230,HAM10000_images_part_1/ISIC_0028390.jpg,34,-44,509,530
231,HAM10000_images_part_1/ISIC_0027909.jpg,-9,-15,634,503
232,HAM10000_images_part_1/ISIC_0025878.jpg,33,239,253,261
233,HAM10000_images_part_1/ISIC_0028384.jpg,277,100,118,116
234,HAM10000_images_part_1/ISIC_0025688.jpg,356,209,133,133
235,HAM10000_images_part_1/ISIC_0024596.jpg,137,76,338,319
236,HAM10000_images_part_1/ISIC_0025850.jpg,183,96,233,219
237,HAM10000_images_part_1/ISIC_0026381.jpg,120,14,174,185
238,HAM10000_images_part_1/ISIC_0027921.jpg,29,16,391,386
239,HAM10000_images_part_1/ISIC_0027935.jpg,313,188,179,211
240,HAM10000_images_part_1/ISIC_0026395.jpg,203,140,211,178
241,HAM10000_images_part_1/ISIC_0024582.jpg,250,203,145,165
242,HAM10000_images_part_1/ISIC_0025844.jpg,220,49,114,114
243,HAM10000_images_part_1/ISIC_0025703.jpg,123,285,200,215
244,HAM10000_images_part_1/ISIC_0028227.jpg,432,1,152,127
245,HAM10000_images_part_1/ISIC_0027114.jpg,180,99,275,274
246,HAM10000_images_part_1/ISIC_0029139.jpg,144,79,296,352
247,HAM10000_images_part_1/ISIC_0028541.jpg,173,69,238,318
248,HAM10000_images_part_1/ISIC_0027672.jpg,180,94,231,166
249,HAM10000_images_part_1/ISIC_0025065.jpg,201,166,154,139
250,HAM10000_images_part_1/ISIC_0025071.jpg,68,31,480,418
251,HAM10000_images_part_1/ISIC_0026578.jpg,226,100,310,279
252,HAM10000_images_part_1/ISIC_0028555.jpg,129,7,401,408
253,HAM10000_images_part_1/ISIC_0027666.jpg,59,-4,433,380
254,HAM10000_images_part_1/ISIC_0028233.jpg,331,-48,317,315
255,HAM10000_images_part_1/ISIC_0027100.jpg,162,103,310,276
256,HAM10000_images_part_1/ISIC_0025717.jpg,61,-12,516,496
257,HAM10000_images_part_1/ISIC_0024409.jpg,234,373,112,115
258,HAM10000_images_part_1/ISIC_0027128.jpg,143,36,347,293
259,HAM10000_images_part_1/ISIC_0026236.jpg,218,141,163,171
260,HAM10000_images_part_1/ISIC_0029105.jpg,88,41,545,457
261,HAM10000_images_part_1/ISIC_0024421.jpg,148,214,502,286
262,HAM10000_images_part_1/ISIC_0024347.jpg,75,28,349,327
263,HAM10000_images_part_1/ISIC_0025059.jpg,148,24,309,299
264,HAM10000_images_part_1/ISIC_0026550.jpg,180,191,261,210
265,HAM10000_images_part_1/ISIC_0027896.jpg,331,115,159,185
266,HAM10000_images_part_1/ISIC_0026544.jpg,246,187,103,103
267,HAM10000_images_part_1/ISIC_0027882.jpg,50,-32,446,469
268,HAM10000_images_part_1/ISIC_0028569.jpg,120,-12,371,342
269,HAM10000_images_part_1/ISIC_0024353.jpg,95,99,282,359
270,HAM10000_images_part_1/ISIC_0024435.jpg,209,155,219,206
271,HAM10000_images_part_1/ISIC_0026222.jpg,119,58,331,331
272,HAM10000_images_part_1/ISIC_0029111.jpg,91,108,330,290
273,HAM10000_images_part_1/ISIC_0025918.jpg,127,138,279,242
274,HAM10000_images_part_1/ISIC_0028582.jpg,66,71,460,308
275,HAM10000_images_part_1/ISIC_0027869.jpg,77,140,321,236
276,HAM10000_images_part_1/ISIC_0028596.jpg,181,87,152,132
277,HAM10000_images_part_1/ISIC_0025924.jpg,138,80,325,286
278,HAM10000_images_part_1/ISIC_0026593.jpg,30,99,391,285
279,HAM10000_images_part_1/ISIC_0027855.jpg,154,103,301,267
280,HAM10000_images_part_1/ISIC_0024384.jpg,453,-50,197,141
281,HAM10000_images_part_1/ISIC_0024390.jpg,38,-37,473,448
282,HAM10000_images_part_1/ISIC_0027699.jpg,187,140,255,231
283,HAM10000_images_part_1/ISIC_0026587.jpg,164,28,251,236
284,HAM10000_images_part_1/ISIC_0027841.jpg,173,86,272,239
285,HAM10000_images_part_1/ISIC_0025930.jpg,124,119,251,212
286,HAM10000_images_part_1/ISIC_0025267.jpg,70,33,400,358
287,HAM10000_images_part_1/ISIC_0027470.jpg,192,78,209,222
288,HAM10000_images_part_1/ISIC_0028743.jpg,147,71,232,268
289,HAM10000_images_part_1/ISIC_0026008.jpg,119,128,308,219
290,HAM10000_images_part_1/ISIC_0027316.jpg,2,-34,505,510
291,HAM10000_images_part_1/ISIC_0028025.jpg,176,37,273,273
292,HAM10000_images_part_1/ISIC_0025501.jpg,35,92,392,373
293,HAM10000_images_part_1/ISIC_0025515.jpg,999949,999949,100,100
294,HAM10000_images_part_1/ISIC_0027302.jpg,238,121,161,166
295,HAM10000_images_part_1/ISIC_0028031.jpg,-50,-50,287,550
296,HAM10000_images_part_1/ISIC_0027464.jpg,123,49,292,311
297,HAM10000_images_part_1/ISIC_0028757.jpg,222,96,213,204
298,HAM10000_images_part_1/ISIC_0025273.jpg,178,-13,296,369
299,HAM10000_images_part_1/ISIC_0026752.jpg,193,117,275,189
300,HAM10000_images_part_1/ISIC_0024623.jpg,103,10,386,382
301,HAM10000_images_part_1/ISIC_0026034.jpg,289,245,224,204
302,HAM10000_images_part_1/ISIC_0028019.jpg,371,319,113,128
303,HAM10000_images_part_1/ISIC_0026020.jpg,176,75,266,218
304,HAM10000_images_part_1/ISIC_0024637.jpg,58,-28,460,464
305,HAM10000_images_part_1/ISIC_0025529.jpg,91,51,348,349
306,HAM10000_images_part_1/ISIC_0027458.jpg,159,94,290,272
307,HAM10000_images_part_1/ISIC_0026746.jpg,91,63,383,284
308,HAM10000_images_part_1/ISIC_0028958.jpg,99,61,403,294
309,HAM10000_images_part_1/ISIC_0028780.jpg,161,113,260,226
310,HAM10000_images_part_1/ISIC_0026975.jpg,242,116,165,161
311,HAM10000_images_part_1/ISIC_0024804.jpg,-50,-50,446,531
312,HAM10000_images_part_1/ISIC_0024810.jpg,52,5,540,396
313,HAM10000_images_part_1/ISIC_0028794.jpg,150,93,241,241
314,HAM10000_images_part_1/ISIC_0026961.jpg,227,40,281,299
315,HAM10000_images_part_1/ISIC_0025298.jpg,136,102,295,346
316,HAM10000_images_part_1/ISIC_0028964.jpg,340,97,121,122
317,HAM10000_images_part_1/ISIC_0026791.jpg,195,114,267,297
318,HAM10000_images_part_1/ISIC_0026949.jpg,173,46,331,359
319,HAM10000_images_part_1/ISIC_0024838.jpg,136,55,401,403
320,HAM10000_images_part_1/ISIC_0028970.jpg,341,19,214,238
321,HAM10000_images_part_1/ISIC_0026785.jpg,168,-2,284,284
322,HAM10000_images_part_1/ISIC_0026793.jpg,24,10,510,479
323,HAM10000_images_part_1/ISIC_0028966.jpg,202,111,198,203
324,HAM10000_images_part_1/ISIC_0027499.jpg,71,-31,406,456
325,HAM10000_images_part_1/ISIC_0026787.jpg,90,96,358,273
326,HAM10000_images_part_1/ISIC_0028972.jpg,118,181,160,156
327,HAM10000_images_part_1/ISIC_0024806.jpg,220,1,341,366
328,HAM10000_images_part_1/ISIC_0026977.jpg,94,104,347,320
329,HAM10000_images_part_1/ISIC_0028782.jpg,267,287,131,148
330,HAM10000_images_part_1/ISIC_0026963.jpg,178,121,273,233
331,HAM10000_images_part_1/ISIC_0028796.jpg,223,54,222,244
332,HAM10000_images_part_1/ISIC_0024812.jpg,232,13,120,143
333,HAM10000_images_part_1/ISIC_0027328.jpg,142,119,163,158
334,HAM10000_images_part_1/ISIC_0029305.jpg,119,55,312,297
335,HAM10000_images_part_1/ISIC_0026036.jpg,-50,-50,700,255
336,HAM10000_images_part_1/ISIC_0024621.jpg,156,169,123,126
337,HAM10000_images_part_1/ISIC_0025259.jpg,75,105,422,322
338,HAM10000_images_part_1/ISIC_0026750.jpg,21,-10,439,485
339,HAM10000_images_part_1/ISIC_0026988.jpg,248,90,200,165
340,HAM10000_images_part_1/ISIC_0026744.jpg,121,52,173,154
341,HAM10000_images_part_1/ISIC_0028769.jpg,85,14,392,429
342,HAM10000_images_part_1/ISIC_0024635.jpg,20,-50,245,217
343,HAM10000_images_part_1/ISIC_0026022.jpg,242,165,160,153
344,HAM10000_images_part_1/ISIC_0025503.jpg,91,122,154,163
345,HAM10000_images_part_1/ISIC_0027314.jpg,345,-50,305,550
346,HAM10000_images_part_1/ISIC_0028027.jpg,101,41,247,255
347,HAM10000_images_part_1/ISIC_0028999.jpg,60,24,454,442
348,HAM10000_images_part_1/ISIC_0027472.jpg,116,10,391,419
349,HAM10000_images_part_1/ISIC_0028741.jpg,194,103,302,330
350,HAM10000_images_part_1/ISIC_0025265.jpg,205,134,190,207
351,HAM10000_images_part_1/ISIC_0025271.jpg,205,124,187,195
